timestamp;test-class;test-method;time;description;result
2021-06-03 19:26:44.74;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updateNegative;6097;[3] recordIndex=0, threshold=1283.19;OK
2021-06-03 19:26:51.325;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updateNegative;6317;[4] recordIndex=0, threshold=12.28422;OK
2021-06-03 19:26:58.447;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updateNegative;6747;[5] recordIndex=0, threshold=null;OK
;;Promedio updateNegative;6406,2;;
2021-06-03 19:27:06.51;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updatePositive;7731;[1] recordIndex=0, threshold=1.40;OK
2021-06-03 19:27:14.099;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updatePositive;7304;[2] recordIndex=0, threshold=45.66;OK
2021-06-03 19:27:22.367;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updatePositive;7873;[3] recordIndex=0, threshold=100.00;OK
2021-06-03 19:27:30.202;acme.testing.administrator.spam.AdministratorThresholdUpdateTest;updatePositive;7566;[4] recordIndex=0, threshold=0.00;OK
;;Promedio updatePositive;7618,5;;
2021-06-03 19:15:02.187;acme.testing.administrator.userAccount.AdministratorUserAccountsListTest;list;5181;[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, status=DISABLED;OK
2021-06-03 19:15:07.477;acme.testing.administrator.userAccount.AdministratorUserAccountsListTest;list;4983;[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, status=ENABLED;OK
2021-06-03 19:15:12.885;acme.testing.administrator.userAccount.AdministratorUserAccountsListTest;list;5114;[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED;OK
;;Promedio list;5092,666667;;
2021-06-03 19:14:22.553;acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest;updatePositive;10598;[1] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=ENABLED, newStatus=DISABLED;OK
2021-06-03 19:14:35.241;acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest;updatePositive;12289;[2] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=KEEP;OK
2021-06-03 19:14:45.317;acme.testing.administrator.userAccount.AdministratorUserAccountsUpdateTest;updatePositive;9728;[3] recordIndex=2, username=manager, name=Manager, surname=Acme.com, email=manager01@acme.com, status=DISABLED, newStatus=ENABLED;OK
;;Promedio updatePositive;10871,66667;;
2021-06-03 19:21:02.653;acme.testing.anonymous.shout.AnonymousListTest;listAll;3232;[1] recordIndex=0, moment=2021/05/31 19:30, author=Jhon Doe, text=I'm happy!, info=null;OK
2021-06-03 19:21:05.267;acme.testing.anonymous.shout.AnonymousListTest;listAll;2245;[2] recordIndex=1, moment=2021/05/31 12:55, author=Francisco, text=I'm sad!, info=http://www.realmadrid.com;OK
2021-06-03 19:21:07.675;acme.testing.anonymous.shout.AnonymousListTest;listAll;2069;[3] recordIndex=2, moment=2021/05/31 01:30, author=Javier, text=I love github!, info=http://github.com;OK
2021-06-03 19:21:10.251;acme.testing.anonymous.shout.AnonymousListTest;listAll;2283;[4] recordIndex=3, moment=2021/06/01 12:55, author=Fernando, text=Good work as a team!, info=https://www.google.com;OK
2021-06-03 19:21:13.662;acme.testing.anonymous.shout.AnonymousListTest;listAll;2242;[5] recordIndex=4, moment=2021/06/01 12:55, author=Manuel, text=We have a reunion today, info=https://discord.com;OK
;;Promedio listAll;2414,2;;
2021-06-03 19:21:49.927;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2276;[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com;OK
2021-06-03 19:21:52.61;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2289;[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com;OK
2021-06-03 19:21:55.307;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2307;[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com;OK
2021-06-03 19:21:57.873;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2210;[4] recordIndex=3, author=ATH-02, text=null, info=http://www.example.com;OK
2021-06-03 19:22:00.853;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2612;[5] recordIndex=4, author=ATH-03, text=Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres…, info=http://www.example.com;OK
2021-06-03 19:22:03.494;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;2254;[6] recordIndex=5, author=ATH-04, text=viagra nigeria, info=http://www.example.com;OK
2021-06-03 19:22:05.806;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1991;[7] recordIndex=6, author=ATH-05, text=Esto es un text bien redactado, info=hola;OK
;;Promedio createNegative;2277;;
2021-06-03 19:21:29.073;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4866;[1] recordIndex=5, author=ATH-01, text=Text 1, info=http://www.example.com;OK
2021-06-03 19:21:33.388;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3981;[2] recordIndex=6, author=ATH-02, text=Text 2, info=http://www.example.com;OK
2021-06-03 19:21:37.714;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4005;[3] recordIndex=7, author=ATH-03, text=Text 3, info=http://www.example.com;OK
2021-06-03 19:21:42.736;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4563;[4] recordIndex=8, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com;OK
2021-06-03 19:21:47.253;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4167;[5] recordIndex=9, author=ATH-05, text=Text 5, info=null;OK
;;Promedio createPositive;4316,4;;
2021-06-03 19:22:22.459;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;4089;[1] recordIndex=0, title=Texample, start_date=2030/10/17 00:00, end_date=2030/10/18 12:00, workload=1.50, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:22:26.423;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;3632;[2] recordIndex=1, title=Texample, start_date=2030/07/01 00:00, end_date=2030/07/01 10:00, workload=9.40, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:22:30.316;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;3622;[3] recordIndex=2, title=Texample, start_date=2030/08/16 00:00, end_date=2030/12/18 00:00, workload=15.30, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:22:34.192;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;3599;[4] recordIndex=3, title=Texample, start_date=2030/06/10 00:00, end_date=2030/11/05 02:00, workload=20.30, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:22:38.015;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;3528;[5] recordIndex=4, title=Texample, start_date=2030/07/10 11:00, end_date=2030/11/05 09:30, workload=30.10, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:22:41.943;acme.testing.anonymous.task.AnonymousTaskListTest;listAll;3624;[6] recordIndex=5, title=Texample, start_date=2030/06/04 12:00, end_date=2030/12/20 06:00, workload=60.30, description=Hi just trying tasks, op_link=null, is_private=false;OK
;;Promedio listAll;3682,333333;;
2021-06-03 19:32:57.712;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;createNegative;9919;[1] recordIndex=0, company=null, sector=null;OK
;;Promedio createNegative;9919;;
2021-06-03 19:32:36.096;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;createPositive;11157;[1] recordIndex=0, username=maria, pass=maria, name=maria, surname=maria, email=maria@mail.com, company=us, sector=comercial;OK
2021-06-03 19:32:47.418;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;createPositive;10992;[2] recordIndex=1, username=maria1, pass=maria1, name=maria1, surname=maria1, email=maria1@mail.com, company=h, sector=h;OK
;;Promedio createPositive;11074,5;;
2021-06-03 19:33:31.854;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;updateNegative;6202;[1] recordIndex=0, company=null, sector=null;OK
2021-06-03 19:33:38.212;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;updateNegative;5984;[2] recordIndex=1, company=h, sector=null;OK
2021-06-03 19:33:44.607;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;updateNegative;6064;[3] recordIndex=2, company=null, sector=h;OK
;;Promedio updateNegative;6083,333333;;
2021-06-03 19:33:17.333;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;updatePositive;7205;[1] recordIndex=0, company=compañiaN, sector=sectorN;OK
2021-06-03 19:33:25.26;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;updatePositive;7619;[2] recordIndex=1, company=p, sector=p;OK
;;Promedio updatePositive;7412;;
2021-06-03 19:31:27.909;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;13785;[1] recordIndex=0, title=Texample, start_date=2021/05/05 13:59, end_date=2021/05/05 14:00, workload=0.01, description=Hi just trying tasks, op_link=null, is_private=false;OK
2021-06-03 19:31:37.747;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;9326;[2] recordIndex=1, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=0.01, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:31:45.369;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;7232;[3] recordIndex=2, title=Texample, start_date=2021/05/04 23:00, end_date=2021/05/05 02:00, workload=1.50, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:31:55.485;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;9678;[4] recordIndex=3, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 03:00, workload=1.50, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:32:03.949;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;7765;[5] recordIndex=4, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=2.00, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
2021-06-03 19:32:12.853;acme.testing.authenticated.task.AuthenticatedListTaskTest;listAll;8402;[6] recordIndex=5, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 10:00, workload=9.40, description=Hi just trying tasks, op_link=http://1happybirthday.com, is_private=false;OK
;;Promedio listAll;9364,666667;;
2021-06-03 19:23:57.76;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;7237;[1] username=maria@mail.com, password=null, confirmation=null, name=maria, surname=mary, email=maria@gmail.com;OK
2021-06-03 19:24:05.133;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6987;[2] username=maria@mail.com, password=null, confirmation=123456, name=maria, surname=mary, email=maria@gmail.com;OK
2021-06-03 19:24:13.681;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;8202;[3] username=maria@mail.com, password=123456, confirmation=null, name=maria, surname=mary, email=maria@gmail.com;OK
2021-06-03 19:24:21.095;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;7036;[4] username=maria@mail.com, password=1234, confirmation=1234, name=maria, surname=null, email=null;OK
2021-06-03 19:24:27.805;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6371;[5] username=maria@mail.com, password=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaaaa, confirmation=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaaaa, name=maria, surname=mary, email=maria@gmail.com;OK
2021-06-03 19:24:34.861;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6650;[6] username=maria@mail.com, password=123456, confirmation=123465, name=null, surname=mary, email=maria@mail.com;OK
2021-06-03 19:24:42.034;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6779;[7] username=maria@mail.com, password=123456, confirmation=123456, name=maria, surname=null, email=maria@mail.com;OK
2021-06-03 19:24:49.156;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6768;[8] username=maria@mail.com, password=nuevacontrasena, confirmation=nuevacontrasena, name=pedro, surname=pedrito, email=null;OK
2021-06-03 19:24:55.877;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updateNegative;6393;[9] username=maria@mail.com, password=contraseña, confirmation=contraseña, name=alejandro, surname=h, email=maria;OK
;;Promedio updateNegative;6935,888889;;
2021-06-03 19:23:02.797;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updatePositive;10804;[1] username_registro=maria@mail.com, password_registro=maria@mail.com, name_registro=maria@mail.com, surname_registro=maria@mail.com, email_registro=maria@mail.com, password=seisdi, confirmation=seisdi, name=maria@mail.com, surname=maria@mail.com, email=maria@mail.com;OK
2021-06-03 19:23:14.263;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updatePositive;11160;[2] username_registro=hector@mail.com, password_registro=hector@mail.com, name_registro=hector@mail.com, surname_registro=hector@mail.com, email_registro=hector@mail.com, password=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, confirmation=estoesunacotraseñaextremadamentelargaaaaaaaaaaaaaaaaaaaaaaa, name=nuevonombre, surname=hector, email=h@mail.com;OK
2021-06-03 19:23:25.489;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updatePositive;10912;[3] username_registro=alejandro, password_registro=123456, name_registro=alex, surname_registro=alex, email_registro=alejandro@mail.com, password=123456, confirmation=123456, name=alex, surname=alex, email=alex@mail.com;OK
2021-06-03 19:23:36.658;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updatePositive;10891;[4] username_registro=usuario1, password_registro=contraseña, name_registro=usuario1, surname_registro=usuario1, email_registro=usuario@gmail.com, password=nuevapass, confirmation=nuevapass, name=nuevonombre, surname=j, email=user@mail.com;OK
2021-06-03 19:23:50.027;acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest;updatePositive;13089;[5] username_registro=nuevo, password_registro=nuevapass, name_registro=nombre, surname_registro=nombre, email_registro=mail@mail.com, password=nuevapass, confirmation=nuevapass, name=nuevonombre, surname=apodo1, email=nuevo@mail.com;OK
;;Promedio updatePositive;11371,2;;
2021-06-03 19:15:29.488;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6811;[1] recordIndex=0, title=null, start_date=null, end_date=null, workload=null, description=null, op_link=null, is_private=false;OK
2021-06-03 19:15:35.303;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5548;[2] recordIndex=0, title=publico1, start_date=descripcion, end_date=2020/01/01 00:01, workload=2020/01/01 00:00, description=-15, op_link=null, is_private=false;OK
2021-06-03 19:15:41.528;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5894;[3] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2020/01/01 00:00, description=-15, op_link=null, is_private=false;OK
2021-06-03 19:15:48.348;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6364;[4] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=15, op_link=null, is_private=false;OK
2021-06-03 19:15:55.156;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6447;[5] recordIndex=0, title=publico1, start_date=null, end_date=2022/01/01 00:00, workload=2022/01/01 00:00, description=0.0, op_link=null, is_private=false;OK
2021-06-03 19:16:01.166;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5731;[6] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 00:00, description=0.01, op_link=null, is_private=false;OK
2021-06-03 19:16:07.606;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6081;[7] recordIndex=0, title=publico1, start_date=null, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.01, op_link=null, is_private=false;OK
2021-06-03 19:16:13.858;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5934;[8] recordIndex=0, title=null, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.00, op_link=null, is_private=true;OK
;;Promedio createNegative;6101,25;;
2021-06-03 19:16:24.518;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;10222;[1] recordIndex=10, title=Primera task de test, description=This is a description, start_date=2022/10/18 00:00, end_date=2022/12/18 12:00, workload=70.20, op_link=https://google.es/, is_private=true;OK
2021-06-03 19:16:33.751;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;8965;[2] recordIndex=11, title=Zc, description=h, start_date=2022/01/01 00:00, end_date=2022/01/04 00:00, workload=71.59, op_link=https://google.es/, is_private=true;OK
2021-06-03 19:16:43.123;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;9105;[3] recordIndex=12, title=Z, description=h, start_date=2022/01/01 00:00, end_date=2022/01/04 00:00, workload=72.00, op_link=https://google.es/, is_private=true;OK
2021-06-03 19:16:52.589;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;9210;[4] recordIndex=0, title=OtraTarea, description=This is a description3, start_date=2022/11/19 00:00, end_date=2022/11/19 01:00, workload=0.00, op_link=https://google.es/, is_private=true;OK
2021-06-03 19:17:02.553;acme.testing.manager.task.ManagerTaskCreateTest;createPositive;9604;[5] recordIndex=1, title=ATask, description=ho, start_date=2022/10/18 00:00, end_date=2022/12/18 12:01, workload=0.01, op_link=null, is_private=true;OK
;;Promedio createPositive;9421,2;;
2021-06-03 19:18:40.037;acme.testing.manager.task.ManagerTaskDeleteTest;deletePositive;7032;[1] recordIndex=0, title=Texample, description=Hi just trying tasks, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com, is_private=true;OK
2021-06-03 19:18:47.268;acme.testing.manager.task.ManagerTaskDeleteTest;deletePositive;6959;[2] recordIndex=0, title=Texample, description=Hi just trying tasks, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=1.50, op_link=http://1happybirthday.com, is_private=true;OK
2021-06-03 19:18:54.461;acme.testing.manager.task.ManagerTaskDeleteTest;deletePositive;6940;[3] recordIndex=0, title=Texample, description=Hi just trying tasks, start_date=2030/10/17 00:00, end_date=2030/10/18 12:00, workload=1.50, op_link=http://1happybirthday.com, is_private=false;OK
;;Promedio deletePositive;6977;;
2021-06-03 19:17:19.171;acme.testing.manager.task.ManagerTaskListTest;listPositive;6578;[1] recordIndex=0, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com;OK
2021-06-03 19:17:25.968;acme.testing.manager.task.ManagerTaskListTest;listPositive;6469;[2] recordIndex=1, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=1.50, op_link=http://1happybirthday.com;OK
2021-06-03 19:17:32.643;acme.testing.manager.task.ManagerTaskListTest;listPositive;6373;[3] recordIndex=2, title=Texample, start_date=2030/10/17 01:00, end_date=2030/10/18 02:00, workload=1.50, op_link=http://1happybirthday.com;OK
2021-06-03 19:17:39.191;acme.testing.manager.task.ManagerTaskListTest;listPositive;6252;[4] recordIndex=3, title=Texample, start_date=2030/10/17 00:00, end_date=2030/10/18 12:00, workload=1.50, op_link=http://1happybirthday.com;OK
2021-06-03 19:17:45.683;acme.testing.manager.task.ManagerTaskListTest;listPositive;6209;[5] recordIndex=4, title=Texample, start_date=2021/05/27 00:00, end_date=2021/09/27 12:00, workload=2.00, op_link=http://1happybirthday.com;OK
2021-06-03 19:17:53.268;acme.testing.manager.task.ManagerTaskListTest;listPositive;7220;[6] recordIndex=5, title=Texample, start_date=2030/07/01 00:00, end_date=2030/07/01 10:00, workload=9.40, op_link=http://1happybirthday.com;OK
2021-06-03 19:18:01.059;acme.testing.manager.task.ManagerTaskListTest;listPositive;7399;[7] recordIndex=6, title=Texample, start_date=2030/08/16 00:00, end_date=2030/12/18 00:00, workload=15.30, op_link=http://1happybirthday.com;OK
2021-06-03 19:18:08.885;acme.testing.manager.task.ManagerTaskListTest;listPositive;7513;[8] recordIndex=7, title=Texample, start_date=2030/06/10 00:00, end_date=2030/11/05 02:00, workload=20.30, op_link=http://1happybirthday.com;OK
2021-06-03 19:18:16.074;acme.testing.manager.task.ManagerTaskListTest;listPositive;6789;[9] recordIndex=8, title=Texample, start_date=2030/07/10 11:00, end_date=2030/11/05 09:30, workload=30.10, op_link=http://1happybirthday.com;OK
2021-06-03 19:18:23.069;acme.testing.manager.task.ManagerTaskListTest;listPositive;6677;[10] recordIndex=9, title=Texample, start_date=2030/06/04 12:00, end_date=2030/12/20 06:00, workload=60.30, op_link=null;OK
;;Promedio listPositive;6747,9;;
2021-06-03 19:20:07.189;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;10445;[1] recordIndex=0, title=null, description=This is a description, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com, is_private=true;OK
2021-06-03 19:20:16.686;acme.testing.manager.task.ManagerTaskUpdateTest;updateNegative;8997;[2] recordIndex=0, title=Texample_nuevo, description=null, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com, is_private=true;OK
